Sub Job,Cost Code Tier 1,Cost Code Tier 2,Cost Type,Budget Code,Budget Code Description,Vendor,Item,Description,Detail Type,Original Budget Amount,Budget Modifications,Approved COs,Pending COs,Committed Costs,Direct Cost Details,Pending Cost Changes,Forecast To Complete,Job to Date Costs Detail,AP Commitment Costs Detail
None,10 - Division 10,10-2813 - Toilet Accessories,S - Subcontract,10-2813.S,Toilet Accessories,None,,,Automatic Forecast,,,,,,,,$.00,,
None,10 - Division 10,10-2813 - Toilet Accessories,S - Subcontract,10-2813.S,Toilet Accessories,"Central Indiana Hardware, CO, Inc",,Bathroom Partitions Bathroom Accessories Fire Extinguishers  Cabinets,Direct Cost,,,,,,,,,$657.94,$657.94
None,10 - Division 10,10-2813 - Toilet Accessories,S - Subcontract,10-2813.S,Toilet Accessories,"Central Indiana Hardware, CO, Inc",,Bathroom Partitions Bathroom Accessories Fire Extinguishers  Cabinets,Direct Cost,,,,,,,,,"$14,888.00","$14,888.00"
None,10 - Division 10,10-2813 - Toilet Accessories,S - Subcontract,10-2813.S,Toilet Accessories,"Central Indiana Hardware, CO, Inc",,Invoice 7366914 - Goodwill Bart - Toilet Accessories PO,Direct Cost,,,,,,,,,$956.58,$956.58
None,10 - Division 10,10-2813 - Toilet Accessories,X - Expense,10-2813.X,Toilet Accessories.Expense,None,Original Budget,,Original Budget Amount,$.00,,,,,,,,,
None,10 - Division 10,10-2813 - Toilet Accessories,X - Expense,10-2813.X,Toilet Accessories.Expense,None,To 10-2813 - Expense,"",Budget Modification,,$115.16,,,,,,,,
None,10 - Division 10,10-2813 - Toilet Accessories,X - Expense,10-2813.X,Toilet Accessories.Expense,None,To 10-2813 - Expense,"",Budget Modification,,$75.92,,,,,,,,
None,10 - Division 10,10-2813 - Toilet Accessories,X - Expense,10-2813.X,Toilet Accessories.Expense,"Peopleready, Inc.",Invoice #PM00005800|001883: Worker - Goodwill Bart,Worker - Goodwill Bart,Direct Cost,,,,,,$115.16,,,$115.16,
None,10 - Division 10,10-2813 - Toilet Accessories,X - Expense,10-2813.X,Toilet Accessories.Expense,None,Expense: LOWES #01516*,LOWES #01516*,Direct Cost,,,,,,$13.67,,,$13.67,
None,10 - Division 10,10-2813 - Toilet Accessories,X - Expense,10-2813.X,Toilet Accessories.Expense,None,Expense: LOWES #01516*,LOWES #01516*,Direct Cost,,,,,,$62.25,,,$62.25,
None,10 - Division 10,10-2813 - Toilet Accessories,X - Expense,10-2813.X,Toilet Accessories.Expense,None,,,Automatic Forecast,,,,,,,,$.00,,
None,10 - Division 10,None,R - Contract Revenue,10.R,Specialties,None,,,Automatic Forecast,,,,,,,,$.00,,
None,11 - Division 11,11-4000 - Foodservice Equipment,M - Material,11-4000.M,Foodservice Equipment.Material,None,Original Budget,,Original Budget Amount,$.00,,,,,,,,,
None,11 - Division 11,11-4000 - Foodservice Equipment,M - Material,11-4000.M,Foodservice Equipment.Material,None,From 11-4000 - Material,"",Budget Modification,,$-834.58,,,,,,,,
None,11 - Division 11,11-4000 - Foodservice Equipment,M - Material,11-4000.M,Foodservice Equipment.Material,None,To 11-4000 - Material,Ordered dishwasher,Budget Modification,,$834.58,,,,,,,,
None,11 - Division 11,11-4000 - Foodservice Equipment,M - Material,11-4000.M,Foodservice Equipment.Material,None,,,Automatic Forecast,,,,,,,,$.00,,
None,11 - Division 11,11-4000 - Foodservice Equipment,X - Expense,11-4000.X,Foodservice Equipment.Expense,None,Original Budget,,Original Budget Amount,$.00,,,,,,,,,
None,11 - Division 11,11-4000 - Foodservice Equipment,X - Expense,11-4000.X,Foodservice Equipment.Expense,None,To 11-4000 - Expense,"",Budget Modification,,$834.58,,,,,,,,
None,11 - Division 11,11-4000 - Foodservice Equipment,X - Expense,11-4000.X,Foodservice Equipment.Expense,None,Expense: LOWES #00907*,LOWES #00907*,Direct Cost,,,,,,$33.15,,,$33.15,
None,11 - Division 11,11-4000 - Foodservice Equipment,X - Expense,11-4000.X,Foodservice Equipment.Expense,None,Expense: LOWES #00907*,LOWES #00907*,Direct Cost,,,,,,$801.43,,,$801.43,
None,11 - Division 11,11-4000 - Foodservice Equipment,X - Expense,11-4000.X,Foodservice Equipment.Expense,None,,,Automatic Forecast,,,,,,,,$.00,,
None,12 - Division 12,12-2000 - Window Treatments,S - Subcontract,12-2000.S,Window Treatments.Subcontract,None,Original Budget,,Original Budget Amount,$.00,,,,,,,,,
None,12 - Division 12,12-2000 - Window Treatments,S - Subcontract,12-2000.S,Window Treatments.Subcontract,None,From 12-2000 - Subcontract,"",Budget Modification,,"$-5,270.20",,,,,,,,
None,12 - Division 12,12-2000 - Window Treatments,S - Subcontract,12-2000.S,Window Treatments.Subcontract,None,To 12-2000 - Subcontract,"",Budget Modification,,"$1,774.65",,,,,,,,
None,12 - Division 12,12-2000 - Window Treatments,S - Subcontract,12-2000.S,Window Treatments.Subcontract,"Goodwill Industries of Central Indiana, Llc",#008: CE #031 - Additional Requests ,Pole for lowering shades,Prime Potential Change Order,,,$35.00,,,,,,,
None,12 - Division 12,12-2000 - Window Treatments,S - Subcontract,12-2000.S,Window Treatments.Subcontract,"Goodwill Industries of Central Indiana, Llc",#004: CE #017 - Frosting Glass,"Delete blinds in Daycare, Classroom 110 & Classroom 111.",Prime Potential Change Order,,,"$-5,267.00",,,,,,,
None,12 - Division 12,12-2000 - Window Treatments,S - Subcontract,12-2000.S,Window Treatments.Subcontract,"Goodwill Industries of Central Indiana, Llc",#002: CE #008 - Phase 1 & 2 Changes,Added Roller Shades Exterior Windows,Prime Potential Change Order,,,"$11,500.10",,,,,,,
None,12 - Division 12,12-2000 - Window Treatments,S - Subcontract,12-2000.S,Window Treatments.Subcontract,"Budget Blinds (Columbus, IN)",#001: CE #031 - Additional Requests ,Pole for raising and lowering shades.,Commitment Change Order,,,,,$32.10,,,,,
None,12 - Division 12,12-2000 - Window Treatments,S - Subcontract,12-2000.S,Window Treatments.Subcontract,"Budget Blinds (Columbus, IN)",#SC-015: Roller Shades,Supply & install roller shades. ,Commitment Contract,,,,,"$2,740.45",,,,,
None,12 - Division 12,12-2000 - Window Treatments,S - Subcontract,12-2000.S,Window Treatments.Subcontract,None,,,Automatic Forecast,,,,,,,,$.00,,
None,12 - Division 12,12-2000 - Window Treatments,S - Subcontract,12-2000.S,Window Treatments.Subcontract,"Budget Blinds (Columbus, IN)",,Supply  install roller shades.,Direct Cost,,,,,,,,,"$2,740.45","$2,740.45"
None,12 - Division 12,12-3000 - Casework,S - Subcontract,12-3000.S,Casework.Subcontract,None,Original Budget,,Original Budget Amount,$.00,,,,,,,,,
None,12 - Division 12,12-3000 - Casework,S - Subcontract,12-3000.S,Casework.Subcontract,None,To 12-3000 - Subcontract,"",Budget Modification,,"$1,510.00",,,,,,,,
None,12 - Division 12,12-3000 - Casework,S - Subcontract,12-3000.S,Casework.Subcontract,None,To 12-3000 - Subcontract,"",Budget Modification,,$75.00,,,,,,,,
None,12 - Division 12,12-3000 - Casework,S - Subcontract,12-3000.S,Casework.Subcontract,"Goodwill Industries of Central Indiana, Llc",#008: CE #031 - Additional Requests ,Add locks for reception desk cabinet. Drill holes and add grommets.,Prime Potential Change Order,,,$255.00,,,,,,,
None,12 - Division 12,12-3000 - Casework,S - Subcontract,12-3000.S,Casework.Subcontract,"Goodwill Industries of Central Indiana, Llc",#002: CE #008 - Phase 1 & 2 Changes,"Phase 1 & 2 Casework, counters",Prime Potential Change Order,,,"$37,803.00",,,,,,,
None,12 - Division 12,12-3000 - Casework,S - Subcontract,12-3000.S,Casework.Subcontract,MDC Group,#003: Modify Mens & Women Vanity,Modify men's and women's restroom vanities so trash cans can fit underneath.,Commitment Change Order,,,,,"$1,510.00",,,,,
None,12 - Division 12,12-3000 - Casework,S - Subcontract,12-3000.S,Casework.Subcontract,MDC Group,#002: CE #031 - Additional Requests ,Add locks for reception desk cabinet. Drill holes and add grommets.,Commitment Change Order,,,,,$255.00,,,,,
None,12 - Division 12,12-3000 - Casework,S - Subcontract,12-3000.S,Casework.Subcontract,MDC Group,#001: CE #029 - Trade Damage,Cost to replace cabinet door due to trade damage.,Commitment Change Order,,,,,$75.00,,,,,
None,12 - Division 12,12-3000 - Casework,S - Subcontract,12-3000.S,Casework.Subcontract,MDC Group,#SC-009: Cabinets & Countertops,"Phase 1 & 2 Casework, counters",Commitment Contract,,,,,"$37,803.00",,,,,
None,12 - Division 12,12-3000 - Casework,S - Subcontract,12-3000.S,Casework.Subcontract,None,,,Automatic Forecast,,,,,,,,$.00,,
None,12 - Division 12,12-3000 - Casework,S - Subcontract,12-3000.S,Casework.Subcontract,MDC Group,,Phase 1  2 Casework counters,Direct Cost,,,,,,,,,"$1,840.00","$1,840.00"
None,12 - Division 12,12-3000 - Casework,S - Subcontract,12-3000.S,Casework.Subcontract,MDC Group,,Phase 1  2 Casework counters,Direct Cost,,,,,,,,,"$37,803.00","$37,803.00"
None,21 - Division 21,21-1100 - Facility Fire-Suppresion Water,S - Subcontract,21-1100.S,Sprinkler,None,Original Budget,,Original Budget Amount,"$4,000.00",,,,,,,,,
None,21 - Division 21,21-1100 - Facility Fire-Suppresion Water,S - Subcontract,21-1100.S,Sprinkler,None,To 21-1100 - Subcontract,"",Budget Modification,,$600.00,,,,,,,,
None,21 - Division 21,21-1100 - Facility Fire-Suppresion Water,S - Subcontract,21-1100.S,Sprinkler,None,From 21-1100 - Subcontract,CO #2,Budget Modification,,"$-5,000.00",,,,,,,,
None,21 - Division 21,21-1100 - Facility Fire-Suppresion Water,S - Subcontract,21-1100.S,Sprinkler,"Goodwill Industries of Central Indiana, Llc",#002: CE #008 - Phase 1 & 2 Changes,Added phase 1 & 2 Sprinkler Work,Prime Potential Change Order,,,"$30,307.15",,,,,,,
None,21 - Division 21,21-1100 - Facility Fire-Suppresion Water,S - Subcontract,21-1100.S,Sprinkler,"Siemens Industry, Inc",#001: CE #029 - Trade Damage,Cost to redo sprinkler heads due to ceiling tiles.,Commitment Change Order,,,,,$600.00,,,,,
None,21 - Division 21,21-1100 - Facility Fire-Suppresion Water,S - Subcontract,21-1100.S,Sprinkler,"Siemens Industry, Inc",#SC-008: Fire Sprinkler,Added phase 1 & 2 Sprinkler Work,Commitment Contract,,,,,"$29,307.15",,,,,
None,21 - Division 21,21-1100 - Facility Fire-Suppresion Water,S - Subcontract,21-1100.S,Sprinkler,None,,,Automatic Forecast,,,,,,,,$.00,,
None,21 - Division 21,21-1100 - Facility Fire-Suppresion Water,S - Subcontract,21-1100.S,Sprinkler,"Siemens Industry, Inc",,Added phase 1  2 Sprinkler Work,Direct Cost,,,,,,,,,"$29,307.15","$29,307.15"
None,21 - Division 21,21-1313 - Wet-Pipe Sprinkler System,X - Expense,21-1313.X,Wet-Pipe Sprinkler System.Expense,None,Original Budget,,Original Budget Amount,$.00,,,,,,,,,
None,21 - Division 21,21-1313 - Wet-Pipe Sprinkler System,X - Expense,21-1313.X,Wet-Pipe Sprinkler System.Expense,None,To 21-1313 - Expense,"",Budget Modification,,"$2,931.50",,,,,,,,
None,21 - Division 21,21-1313 - Wet-Pipe Sprinkler System,X - Expense,21-1313.X,Wet-Pipe Sprinkler System.Expense,None,To 21-1313 - Expense,"",Budget Modification,,$45.99,,,,,,,,
None,21 - Division 21,21-1313 - Wet-Pipe Sprinkler System,X - Expense,21-1313.X,Wet-Pipe Sprinkler System.Expense,Ryan Fireprotection Inc,Invoice #PM00005804|001890: Damaged Alarm - Goodwill Bart,Damaged Alarm - Goodwill Bart,Direct Cost,,,,,,"$2,931.50",,,"$2,931.50",
None,21 - Division 21,21-1313 - Wet-Pipe Sprinkler System,X - Expense,21-1313.X,Wet-Pipe Sprinkler System.Expense,None,Expense: AMAZON MKTPL*I71QG4103,AMAZON MKTPL*I71QG4103,Direct Cost,,,,,,$45.99,,,$45.99,
None,21 - Division 21,21-1313 - Wet-Pipe Sprinkler System,X - Expense,21-1313.X,Wet-Pipe Sprinkler System.Expense,None,,,Automatic Forecast,,,,,,,,$.00,,
None,21 - Division 21,None,R - Contract Revenue,21.R,Fire Suppression,None,,,Automatic Forecast,,,,,,,,$.00,,
None,22 - Division 22,22-1000 - Plumbing Piping,S - Subcontract,22-1000.S,Plumbing,None,Original Budget,,Original Budget Amount,"$2,500.00",,,,,,,,,
None,22 - Division 22,22-1000 - Plumbing Piping,S - Subcontract,22-1000.S,Plumbing,None,To 22-1000 - Subcontract,"",Budget Modification,,"$2,200.00",,,,,,,,
None,22 - Division 22,22-1000 - Plumbing Piping,S - Subcontract,22-1000.S,Plumbing,None,From 22-1000 - Subcontract,CO #2,Budget Modification,,"$-16,883.00",,,,,,,,
None,22 - Division 22,22-1000 - Plumbing Piping,S - Subcontract,22-1000.S,Plumbing,"Goodwill Industries of Central Indiana, Llc",#002: CE #008 - Phase 1 & 2 Changes,Camera Sewer & unforseen Conditions,Prime Potential Change Order,,,"$15,000.00",,,,,,,
None,22 - Division 22,22-1000 - Plumbing Piping,S - Subcontract,22-1000.S,Plumbing,"Goodwill Industries of Central Indiana, Llc",#002: CE #008 - Phase 1 & 2 Changes,Added phase 1 & 2 plumbing,Prime Potential Change Order,,,"$154,718.00",,,,,,,
None,22 - Division 22,22-1000 - Plumbing Piping,S - Subcontract,22-1000.S,Plumbing,"Goodwill Industries of Central Indiana, Llc",#001: CE #002 - 157K to 187K,"Additional demo & plug, move sink from existing restroom daycare area",Prime Potential Change Order,,,"$1,883.00",,,,,,,
None,22 - Division 22,22-1000 - Plumbing Piping,S - Subcontract,22-1000.S,Plumbing,McCurdy Mechanical Corporation,#004: CE #009 - RFI #1: Roof Drain,,Commitment Change Order,,,,,"$2,200.00",,,,,
None,22 - Division 22,22-1000 - Plumbing Piping,S - Subcontract,22-1000.S,Plumbing,McCurdy Mechanical Corporation,#003: CE #008 - Phase 1 & 2 Changes,Added phase 1 & 2 plumbing,Commitment Change Order,,,,,"$143,160.00",,,,,
None,22 - Division 22,22-1000 - Plumbing Piping,S - Subcontract,22-1000.S,Plumbing,McCurdy Mechanical Corporation,"#002: CE #004 - Phase 2 Demolition, ","demo and cap off existing plumbing fixtures, cut and cap existing med gas",Commitment Change Order,,,,,"$9,675.00",,,,,
None,22 - Division 22,22-1000 - Plumbing Piping,S - Subcontract,22-1000.S,Plumbing,McCurdy Mechanical Corporation,#001: CE #002 - 157K to 187K,Additional Demo Phase 1,Commitment Change Order,,,,,"$1,883.00",,,,,
None,22 - Division 22,22-1000 - Plumbing Piping,S - Subcontract,22-1000.S,Plumbing,McCurdy Mechanical Corporation,#SC-003: Plumbing Contract,,Commitment Contract,,,,,"$2,500.00",,,,,
None,22 - Division 22,22-1000 - Plumbing Piping,S - Subcontract,22-1000.S,Plumbing,None,,,Automatic Forecast,,,,,,,,$.00,,
None,22 - Division 22,22-1000 - Plumbing Piping,S - Subcontract,22-1000.S,Plumbing,McCurdy Mechanical Corporation,,SC-003 PayApp2 Goodwill Bart_Plumbing Contract,Direct Cost,,,,,,,,,"$55,360.00","$55,360.00"
None,22 - Division 22,22-1000 - Plumbing Piping,S - Subcontract,22-1000.S,Plumbing,McCurdy Mechanical Corporation,,Invoice 001 (Pay App # 1 -  Plumbing Contract),Direct Cost,,,,,,,,,"$104,058.00","$104,058.00"
None,22 - Division 22,22-1000 - Plumbing Piping,X - Expense,22-1000.X,Plumbing Piping.Expense,None,Original Budget,,Original Budget Amount,$.00,,,,,,,,,
None,22 - Division 22,22-1000 - Plumbing Piping,X - Expense,22-1000.X,Plumbing Piping.Expense,None,To 22-1000 - Expense,"",Budget Modification,,$98.40,,,,,,,,
None,22 - Division 22,22-1000 - Plumbing Piping,X - Expense,22-1000.X,Plumbing Piping.Expense,None,Expense: LOWES #01516*,LOWES #01516*,Direct Cost,,,,,,$98.40,,,$98.40,
None,22 - Division 22,22-1000 - Plumbing Piping,X - Expense,22-1000.X,Plumbing Piping.Expense,None,,,Automatic Forecast,,,,,,,,$.00,,
None,22 - Division 22,None,R - Contract Revenue,22.R,Plumbing,None,,,Automatic Forecast,,,,,,,,$.00,,
None,23 - Division 23,23-3000 - HVAC Air Distribution,S - Subcontract,23-3000.S,HVAC,None,Original Budget,,Original Budget Amount,"$7,500.00",,,,,,,,,
None,23 - Division 23,23-3000 - HVAC Air Distribution,S - Subcontract,23-3000.S,HVAC,None,From 23-3000 - Subcontract,CO #2,Budget Modification,,"$-10,000.00",,,,,,,,
None,23 - Division 23,23-3000 - HVAC Air Distribution,S - Subcontract,23-3000.S,HVAC,"Goodwill Industries of Central Indiana, Llc",#002: CE #008 - Phase 1 & 2 Changes,Cap Pool Exhaust & Control Work,Prime Potential Change Order,,,"$10,000.00",,,,,,,
None,23 - Division 23,23-3000 - HVAC Air Distribution,S - Subcontract,23-3000.S,HVAC,"Goodwill Industries of Central Indiana, Llc",#002: CE #008 - Phase 1 & 2 Changes,Added Phasee 1 & 2 HVAC,Prime Potential Change Order,,,"$60,286.00",,,,,,,
None,23 - Division 23,23-3000 - HVAC Air Distribution,S - Subcontract,23-3000.S,HVAC,C&S Heating & Cooling Inc.,#002: CE #008 - Phase 1 & 2 Changes,Added Phase 1 & 2 HVAC,Commitment Change Order,,,,,"$58,451.00",,,,,
None,23 - Division 23,23-3000 - HVAC Air Distribution,S - Subcontract,23-3000.S,HVAC,C&S Heating & Cooling Inc.,#001: Extra HVAC Work,Cost to finish project,Commitment Change Order,,,,,"$2,545.00",,,,,
None,23 - Division 23,23-3000 - HVAC Air Distribution,S - Subcontract,23-3000.S,HVAC,C&S Heating & Cooling Inc.,#SC-007: HVAC,,Commitment Contract,,,,,"$6,790.00",,,,,
None,23 - Division 23,23-3000 - HVAC Air Distribution,S - Subcontract,23-3000.S,HVAC,None,Expense: ACCR C&S Invoice  24-104,ACCR C&S Invoice  24-104,Direct Cost,,,,,,"$-11,400.00",,,"$-11,400.00",
None,23 - Division 23,23-3000 - HVAC Air Distribution,S - Subcontract,23-3000.S,HVAC,None,Expense: ACCR C&S Invoice  24-104,ACCR C&S Invoice  24-104,Direct Cost,,,,,,"$11,400.00",,,"$11,400.00",
None,23 - Division 23,23-3000 - HVAC Air Distribution,S - Subcontract,23-3000.S,HVAC,None,,,Automatic Forecast,,,,,,,,$.00,,
None,23 - Division 23,23-3000 - HVAC Air Distribution,S - Subcontract,23-3000.S,HVAC,C&S Heating & Cooling Inc.,,Subcontract,Direct Cost,,,,,,,,,"$10,646.00","$10,646.00"
None,23 - Division 23,23-3000 - HVAC Air Distribution,S - Subcontract,23-3000.S,HVAC,C&S Heating & Cooling Inc.,,Pay App#004 HVAC,Direct Cost,,,,,,,,,"$23,000.00","$23,000.00"
None,23 - Division 23,23-3000 - HVAC Air Distribution,S - Subcontract,23-3000.S,HVAC,C&S Heating & Cooling Inc.,,Subcontract,Direct Cost,,,,,,,,,"$11,400.00","$11,400.00"
None,23 - Division 23,23-3000 - HVAC Air Distribution,S - Subcontract,23-3000.S,HVAC,C&S Heating & Cooling Inc.,,Subcontract,Direct Cost,,,,,,,,,"$20,500.00","$20,500.00"
None,23 - Division 23,23-3000 - HVAC Air Distribution,S - Subcontract,23-3000.S,HVAC,C&S Heating & Cooling Inc.,,SC-007-PayApp#1 - Goodwill Bart - Subcontract,Direct Cost,,,,,,,,,"$2,240.00","$2,240.00"
None,23 - Division 23,None,R - Contract Revenue,23.R,HVAC,None,,,Automatic Forecast,,,,,,,,$.00,,
None,26 - Division 26,26-1000 - Med-Volt Elect Distribution,S - Subcontract,26-1000.S,Electrical,None,Original Budget,,Original Budget Amount,"$10,000.00",,,,,,,,,
None,26 - Division 26,26-1000 - Med-Volt Elect Distribution,S - Subcontract,26-1000.S,Electrical,None,From 26-1000 - Subcontract,CO #2,Budget Modification,,"$-37,174.53",,,,,,,,
None,26 - Division 26,26-1000 - Med-Volt Elect Distribution,S - Subcontract,26-1000.S,Electrical,None,To 26-1000 - Subcontract,CO #2,Budget Modification,,$.53,,,,,,,,
None,26 - Division 26,26-1000 - Med-Volt Elect Distribution,S - Subcontract,26-1000.S,Electrical,None,To 26-1000 - Subcontract,CO #2,Budget Modification,,"$22,174.00",,,,,,,,
None,26 - Division 26,26-1000 - Med-Volt Elect Distribution,S - Subcontract,26-1000.S,Electrical,"Goodwill Industries of Central Indiana, Llc",#006: Smart Displays and TVs,Cost for power & data for added TVs and relocated smart displays.,Prime Potential Change Order,,,"$7,500.00",,,,,,,
None,26 - Division 26,26-1000 - Med-Volt Elect Distribution,S - Subcontract,26-1000.S,Electrical,"Goodwill Industries of Central Indiana, Llc",#002: CE #008 - Phase 1 & 2 Changes,"Added controls, demo of existing wiring and unforsee conditions",Prime Potential Change Order,,,"$30,000.00",,,,,,,
None,26 - Division 26,26-1000 - Med-Volt Elect Distribution,S - Subcontract,26-1000.S,Electrical,"Goodwill Industries of Central Indiana, Llc",#002: CE #008 - Phase 1 & 2 Changes,Added Phase 1 & 2 Fire Alarm,Prime Potential Change Order,,,$.00,,,,,,,
None,26 - Division 26,26-1000 - Med-Volt Elect Distribution,S - Subcontract,26-1000.S,Electrical,"Goodwill Industries of Central Indiana, Llc",#002: CE #008 - Phase 1 & 2 Changes,Added Phase 1 & 2 Electrical Work,Prime Potential Change Order,,,"$268,174.53",,,,,,,
None,26 - Division 26,26-1000 - Med-Volt Elect Distribution,S - Subcontract,26-1000.S,Electrical,"Deem, LLC",#001: Smart Displays & TVs,Cost for power/data for smart displays and tvs.,Commitment Change Order,,,,,"$7,500.00",,,,,
None,26 - Division 26,26-1000 - Med-Volt Elect Distribution,S - Subcontract,26-1000.S,Electrical,"Deem, LLC",#SC-001: Electrical Contract,Added Phase 1 & 2 Electrical Work,Commitment Contract,,,,,"$231,000.00",,,,,
None,26 - Division 26,26-1000 - Med-Volt Elect Distribution,S - Subcontract,26-1000.S,Electrical,"Deem, LLC",#SC-001: Electrical Contract,Added Phase 1 & 2 Fire Alarm,Commitment Contract,,,,,"$15,000.00",,,,,
None,26 - Division 26,26-1000 - Med-Volt Elect Distribution,S - Subcontract,26-1000.S,Electrical,"Deem, LLC",#SC-001: Electrical Contract,Make safe all electrical,Commitment Contract,,,,,"$30,000.00",,,,,
None,26 - Division 26,26-1000 - Med-Volt Elect Distribution,S - Subcontract,26-1000.S,Electrical,"Deem, LLC",#SC-001: Electrical Contract,Added T&M Costs for Phase 1 up until Redesign,Commitment Contract,,,,,"$7,174.53",,,,,
None,26 - Division 26,26-1000 - Med-Volt Elect Distribution,S - Subcontract,26-1000.S,Electrical,"Deem, LLC",#SC-001: Electrical Contract,Electrical T&M Phase 1 Budget,Commitment Contract,,,,,"$10,000.00",,,,,
None,26 - Division 26,26-1000 - Med-Volt Elect Distribution,S - Subcontract,26-1000.S,Electrical,None,,,Automatic Forecast,,,,,,,,$.00,,
None,26 - Division 26,26-1000 - Med-Volt Elect Distribution,S - Subcontract,26-1000.S,Electrical,"Deem, LLC",,Added Phase 1  2 Electrical Work,Direct Cost,,,,,,,,,"$7,500.00","$7,500.00"
None,26 - Division 26,26-1000 - Med-Volt Elect Distribution,S - Subcontract,26-1000.S,Electrical,"Deem, LLC",,Added Phase 1  2 Electrical Work,Direct Cost,,,,,,,,,"$54,500.00","$54,500.00"
None,26 - Division 26,26-1000 - Med-Volt Elect Distribution,S - Subcontract,26-1000.S,Electrical,"Deem, LLC",,Added Phase 1  2 Electrical Work,Direct Cost,,,,,,,,,"$74,500.00","$74,500.00"
None,26 - Division 26,26-1000 - Med-Volt Elect Distribution,S - Subcontract,26-1000.S,Electrical,"Deem, LLC",,Added Phase 1  2 Fire Alarm,Direct Cost,,,,,,,,,"$7,500.00","$7,500.00"
None,26 - Division 26,26-1000 - Med-Volt Elect Distribution,S - Subcontract,26-1000.S,Electrical,"Deem, LLC",,Added Phase 1  2 Electrical Work,Direct Cost,,,,,,,,,"$102,000.00","$102,000.00"
None,26 - Division 26,26-1000 - Med-Volt Elect Distribution,S - Subcontract,26-1000.S,Electrical,"Deem, LLC",,Added Phase 1  2 Fire Alarm,Direct Cost,,,,,,,,,"$7,500.00","$7,500.00"
None,26 - Division 26,26-1000 - Med-Volt Elect Distribution,S - Subcontract,26-1000.S,Electrical,"Deem, LLC",,Make safe all electrical,Direct Cost,,,,,,,,,"$30,000.00","$30,000.00"
None,26 - Division 26,26-1000 - Med-Volt Elect Distribution,S - Subcontract,26-1000.S,Electrical,"Deem, LLC",,Added TM Costs for Phase 1 up until Redesign,Direct Cost,,,,,,,,,"$7,174.53","$7,174.53"
None,26 - Division 26,26-1000 - Med-Volt Elect Distribution,S - Subcontract,26-1000.S,Electrical,"Deem, LLC",,Electrical TM Phase 1 Budget,Direct Cost,,,,,,,,,"$10,000.00","$10,000.00"
None,26 - Division 26,None,R - Contract Revenue,26.R,Electrical,None,,,Automatic Forecast,,,,,,,,$.00,,
None,27 - Division 27,27-1000 - Access Control,S - Subcontract,27-1000.S,Card Readers Exterior Doors,None,Original Budget,,Original Budget Amount,$.00,,,,,,,,,
None,27 - Division 27,27-1000 - Access Control,S - Subcontract,27-1000.S,Card Readers Exterior Doors,None,To 27-1000 - Subcontract,"",Budget Modification,,$250.00,,,,,,,,
None,27 - Division 27,27-1000 - Access Control,S - Subcontract,27-1000.S,Card Readers Exterior Doors,None,To 27-1000 - Subcontract,"",Budget Modification,,"$9,696.29",,,,,,,,
None,27 - Division 27,27-1000 - Access Control,S - Subcontract,27-1000.S,Card Readers Exterior Doors,None,From 27-1000 - Subcontract,"",Budget Modification,,"$-3,281.29",,,,,,,,
None,27 - Division 27,27-1000 - Access Control,S - Subcontract,27-1000.S,Card Readers Exterior Doors,None,To 27-1000 - Subcontract,"",Budget Modification,,$545.00,,,,,,,,
None,27 - Division 27,27-1000 - Access Control,S - Subcontract,27-1000.S,Card Readers Exterior Doors,None,To 27-1000 - Subcontract,"",Budget Modification,,"$3,281.29",,,,,,,,
None,27 - Division 27,27-1000 - Access Control,S - Subcontract,27-1000.S,Card Readers Exterior Doors,None,From 27-1000 - Subcontract,Transfer to cover the cost of daycare door & side light. Cost also includes rated door lite for daycare door 106. ,Budget Modification,,"$-4,416.29",,,,,,,,
None,27 - Division 27,27-1000 - Access Control,S - Subcontract,27-1000.S,Card Readers Exterior Doors,None,To 27-1000 - Subcontract,CO #2,Budget Modification,,"$7,500.00",,,,,,,,
None,27 - Division 27,27-1000 - Access Control,S - Subcontract,27-1000.S,Card Readers Exterior Doors,"Goodwill Industries of Central Indiana, Llc",#003: CE #016 - Transom Windows,This work is done by owner.,Prime Potential Change Order,,,"$-11,500.00",,,,,,,
None,27 - Division 27,27-1000 - Access Control,S - Subcontract,27-1000.S,Card Readers Exterior Doors,"Goodwill Industries of Central Indiana, Llc",#003: CE #016 - Transom Windows,Supply & install window glass.,Prime Potential Change Order,,,"$2,800.00",,,,,,,
None,27 - Division 27,27-1000 - Access Control,S - Subcontract,27-1000.S,Card Readers Exterior Doors,"Goodwill Industries of Central Indiana, Llc",#004: CE #017 - Frosting Glass,Cost to frost glass per attached markup.,Prime Potential Change Order,,,"$4,840.00",,,,,,,
None,27 - Division 27,27-1000 - Access Control,S - Subcontract,27-1000.S,Card Readers Exterior Doors,"Goodwill Industries of Central Indiana, Llc",#002: CE #008 - Phase 1 & 2 Changes,Added Access control Scope Phase 1 & 2,Prime Potential Change Order,,,$.00,,,,,,,
None,27 - Division 27,27-1000 - Access Control,S - Subcontract,27-1000.S,Card Readers Exterior Doors,"Kenny Glass, Inc.",#003: CE #028 - Broken Glass,Cost to tint glass that was replaced.,Commitment Change Order,,,,,$250.00,,,,,
None,27 - Division 27,27-1000 - Access Control,S - Subcontract,27-1000.S,Card Readers Exterior Doors,"Kenny Glass, Inc.",#002: CE #016 - Transom Windows,Supply & install transom window glass.,Commitment Change Order,,,,,"$2,015.00",,,,,
